filename	title_to_altLabel	token count	bgrf	title_wikidata	lang	full_work_non_modernized
Retif_Vie	La Vie de mon père	57821	79.31	Q3213622	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Retif_Vie.txt
Reveroni_Pauliska	Pauliska ou la Perversité moderne	64951	98.85	Q3372783	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Reveroni_Pauliska.txt
Riccoboni_Ernestine	Histoire d'Ernestine	18417	65.40	Q19172956	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Riccoboni_Ernestine.txt
Riccoboni_Histoire	Histoire du marquis de Cressy	25982	58.17	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Riccoboni_Histoire.txt
Riccoboni_LettreJuliette	Lettre de Milady Juliette Catesby à Milady Henriette Campley	33222	59.22	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Riccoboni_LettreJuliette.txt
Riccoboni_LettresAdelaide	Lettres d'Adelaïde de Dammartin, comtesse de Sancerre, à M. le Comte de Nancé, son ami	49409	67.44	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Riccoboni_LettresAdelaide.txt
Riccoboni_LettresFanni	Lettres de Fanni Butler à Milord Charles Alfred de Caitombridge	32028	57.12	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Riccoboni_LettresFanni.txt
Riccoboni_MissJenny	Histoire de Miss Jenny	94499	64.39	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Riccoboni_MissJenny.txt
Riccoboni_MylordRivers	Lettres de Mylord Rivers à Sir Charles Cardigan	49147	77.57	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Riccoboni_MylordRivers.txt
Ripault_Journee	Une Journée de Paris	13375	97.61	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Ripault_Journee.txt
Rosny_Firmin	Firmin ou le Jouet de la fortune	37304	98.88	Q57200464	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Rosny_Firmin.txt
Rousseau_Emile	Émile ou de l'éducation	271453	62.33	Q913599	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Rousseau_Emile.txt
Rousseau_Julie	Julie, ou La nouvelle Héloïse	291120	61.18	Q129289	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Rousseau_Julie.txt
Rousseau_Reine	La Reine Fantasque	5796	58.18	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Rousseau_Reine.txt
Rousseau_Reveries	Les rêveries du promeneur solitaire	42983	0	Q129476	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Rousseau_Reveries.txt
Sacy_Amours	Les Amours de Mirtil	13698	61.19	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Sacy_Amours.txt
Sade_120	Les Cent Vingt Journées de Sodome	165998	1	Q1210734	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Sade_120.txt
Sade_Aline	Aline et Valcour ou le roman philosophique	297960	95.36	Q629452	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Sade_Aline.txt
Sade_Crimes	Les crimes de l'amour	188640	00.135	Q42310994	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Sade_Crimes.txt
Sade_Infortunes	Les Infortunes de la vertu	53703	1	Q3233344	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Sade_Infortunes.txt
Sade_Justine	Justine ou les Malheurs de la vertu	119412	91.42	Q1329470	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Sade_Justine.txt
Sade_Philosophie	La Philosophie dans le boudoir	67671	95.37	Q1215417	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Sade_Philosophie.txt
Saurin_Mirza	Mirza et Fatmé	27491	54.31	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Saurin_Mirza.txt
Segur_Correspondance	Correspondance secrète entre Ninon de Lenclos, le Marquis de Villarceaux et Madame M.	36924	89.104	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Segur_Correspondance.txt
Senac_Emigre	L'Émigré	140007	97.74	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Senac_Emigre.txt
Souza_Adele	Adèle de Senange	53365	94.13	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Souza_Adele.txt
Souza_Emilie	Emilie et Alphonse	70730	99.167	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Souza_Emilie.txt
Tiphaigne_Amilec	Amilec	17509	53.33	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Tiphaigne_Amilec.txt
Tiphaigne_Galligenes	Histoire des Galligènes	39652	65.50	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Tiphaigne_Galligenes.txt
Tressan_Jehan	Histoire du petit Jehan de Saintré, et de Gérard de Nevers	28251	80.32	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Tressan_Jehan.txt
Tressan_Prince	Histoires du petit Jehan de Saintré, et de Gérard de Nevers	29407	80.33	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Tressan_Prince.txt
Villeneuve_Temps	Le temps et la patience	83230	68.54	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Villeneuve_Temps.txt
Voisenon_Histoire	Histoire de la Félicité	10888	51.42	0	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voisenon_Histoire.txt
Voltaire_Amabed	Les Lettres d'Amabed	16951	69.69	Q41712151	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Amabed.txt
Voltaire_Bramin	Histoire d'un bon Bramin	962	61.26	Q3136613	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Bramin.txt
Voltaire_Candide	Candide, ou l'Optimisme	33824	59.25	Q215894	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Candide.txt
Voltaire_Consoles	Les deux consolés	601	56.32	Q3231998	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Consoles.txt
Voltaire_Eloge	Éloge historique de la raison	3448	75.43	Q3588033	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Eloge.txt
Voltaire_Homme	L'Homme aux quarante écus	23195	68.55	Q3203608	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Homme.txt
Voltaire_Ingenu	L'Ingénu	24821	67.52	Q1985932	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Ingenu.txt
Voltaire_Jenni	Histoire de Jenni	22075	75.44	Q41712912	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Jenni.txt
Voltaire_Micromegas	Micromégas	7110	52.43	Q1785978	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Micromegas.txt
Voltaire_Oreilles	Les oreilles du comte de Chesterfield	6870	75.46	Q41713301	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Oreilles.txt
Voltaire_Princesse	La Princesse de Babylone	27534	68.56	Q3211934	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Princesse.txt
Voltaire_Scarmentado	Histoire des voyages de Scarmentado	2917	56.32	Q3137630	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Scarmentado.txt
Voltaire_Songe	Songe de Platon	1575	56.32	Q3490360	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Songe.txt
Voltaire_Taureau	Le taureau blanc	11966	74.33	Q1154722	fr	https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Taureau.txt
