P13				P8	check		1P8	1check		2P8	2check		3P8	3check		4P8	4check	5P8	5check		P43
update																				
P13	check	Column	Column2	pl_copy 1 1	pl_copy 1 1 ID	coordonnées géographiques2	pl_copy 1 2	pl_copy 1 2 ID	coordonnées géographiques	pl_copy 1 3	pl_copy 1 3 ID	coordonnées géographiques3	pl_copy 2 1	pl_copy 2 1 ID	coordonnées géographiques4	pl_copy 2 2	pl_copy 2 2 ID	pl_copy 3	pl_copy 3 ID	coordonnées géographiques5	P43
61.10	c_MH		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									de Poilly
61.11			Avignon	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333															veuve Niel et fils
61.12			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
61.13			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
61.14	c_MH		Magdebourg	Magdebourg	https://www.wikidata.org/wiki/Q1733	52.13166666666667,11.639166666666666															
61.15																					
61.16	t																				
61.18			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Marc Michel Rey
61.19			Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	41.01224,28.976018															
61.2																					
61.20	m		Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
61.21	t		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Jean Nourse
61.22																					
61.23	*		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
61.24	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Libraires associés
61.25			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															aux dépens de l’éditeur
61.26																					
61.3			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
61.4	[61.4]																				
61.5	ct		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
61.7	t		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Nourse
61.8			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
61.9			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
62.1			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															au marché de Vénus
62.10			Rouen	Rouen	https://www.wikidata.org/wiki/Q30974	49.443055555556,1.1025															Pierre le Vrai
62.12	m		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Jean Nourse
62.13			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Marc Michel Rey
62.14																					
62.15																					
62.16	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Brocas et Humblot
62.17	nt		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Charpentier
62.18	mt		Lyon	Lyon	https://www.wikidata.org/wiki/Q456	45.758888888889,4.8413888888889															Jean-Marie Bruyset
62.19	mnt		Berlin	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333															Pitra
62.2			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
62.20			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Damonneville, Duchesne, Dufour.
62.21			Bruxelles & Paris	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Musier fils, Duchesne.
62.22																					
62.23			Avignon & Paris	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Lesclapart
62.24	t		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Charpentier
62.25	mt		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
62.26	m		Toulouse	Toulouse	https://www.wikidata.org/wiki/Q7880	43.604444444444,1.4438888888889															Antoine Birosse
62.27			Avignon	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333															veuve Niel et fils
62.28			Avignon	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333															
62.29	m		Castille	Castille	https://www.wikidata.org/wiki/Q173063	42.35,-3.81666667															chez dom Juan Velasco
62.3																					
62.30			Cologne & Paris	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Charpentier
62.31	t		Lyon	Lyon	https://www.wikidata.org/wiki/Q456	45.758888888889,4.8413888888889															frères Périsse
62.32			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Libraires associés
62.34	t		Cologne	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778															
62.35	nt		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															aux dépens de la Compagnie
62.36			Naples	Naples	https://www.wikidata.org/wiki/Q2634	40.833333333333,14.25															
62.37			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
62.38			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															aux dépens de l’auteur
62.4			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Bauche, Duchesne, Cellot
62.5			Liège	Liège	https://www.wikidata.org/wiki/Q3992	50.639722222222225,5.570555555555556															aux dépens de la Compagnie
62.6																					
62.7			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
62.8	n																				
62.9																					
63.1			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Erialed
63.10			Cologne	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778															Pierre Marteau junior
63.11			Avignon	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333															
63.12																					
63.13	*																				
63.14																					
63.15	*		La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
63.16			A Mimicopole	Mimicopole																	
63.17			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimerie de Louis Cellot
63.18			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									
63.2			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															aux dépens & avec approbation de l’auteur
63.20	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Ganeau
63.21			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
63.22	m		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Libraires associés
63.23			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
63.24	t		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
63.25			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
63.26			Rome	Rome	https://www.wikidata.org/wiki/Q220	41.893055555556,12.482777777778															aux dépens de la Congrégation de l’Index
63.27	t		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
63.28	t		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
63.29	mt		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															J.F. Boitte
63.3			Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	41.01224,28.976018															
63.30			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Marc-Michel Rey
63.31	t		Londres.	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
63.32			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
63.33			Cologne & Paris	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Charpentier
63.34	mt		Strasbourg & Paris	Strasbourg	https://www.wikidata.org/wiki/Q6602	48.573333333333,7.7522222222222				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Jean Godefroy Bauer, Langlois
63.35	*																				
63.36	*																				
63.37	t		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Brunet
63.38			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
63.39			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
63.4			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne, Musier fils
63.40			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
63.41			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Musier fils
63.42			Aux Indes & se trouve à Paris	Indes	https://www.wikidata.org/wiki/Q26219948					Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									les Libraires qui débitent les nouveautés
63.43	c		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Vincent.
63.5			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															aux dépens de la Société Grégorienne
63.6			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
63.7			Cologne & Paris	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									au cabinet littéraire, Pont Notre-Dame, près la Pompe, magazin de Grangéet Dufour
63.8			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Charpentier
63.9			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															aux dépens de S. Hooper
64.1																					
64.10			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Pierre Mortier
64.11			Lausanne & Paris	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
64.12			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Daniel-Pesarou-Fernicy
64.13																					
64.14			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
64.15	c_MH		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cailleau, Robin
64.16	n		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Panckoucke
64.17	m		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Duchesne
64.18	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Duchesne
64.19	*																				
64.2			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
64.20			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
64.21			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
64.22			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															L.G. Dehansy fils aîné
64.23			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									L. Cellot
64.24			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									
64.25	nt c_MH		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Vincent
64.26	nt		Sedan	Sedan	https://www.wikidata.org/wiki/Q184371	49.701944444444,4.9402777777778															frères Jacquemart
64.27			Cologne	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778															
64.28	m		Lille & Paris	Lille	https://www.wikidata.org/wiki/Q648	50.631944444444,3.0575				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									J.B. Henry, Duchesne
64.29	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Prault
64.3			Neuchâtel	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556															Fauche
64.30			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Duchesne, Musier, Pancouke
64.31	t		Rotterdam	Rotterdam	https://www.wikidata.org/wiki/Q34370	51.9225,4.47917															H. Beman
64.32	m		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									J. Nourse, Desaint et Saillant
64.33	mt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Vincent, Pankouke
64.34	c_MH		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
64.35			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
64.36	m																				
64.37	mnt		Lausanne & Paris	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									François Grasset, Brocas et Humblot
64.38			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
64.4																					
64.40			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
64.41			Bruxelles	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667															
64.42	m		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
64.43			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Panckoucke
64.44			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Daniel Aillaud
64.45																					
64.46	mt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Fournier
64.5			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Tabary
64.6			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															veuve Lamesle
64.7			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
64.8																					
64.9																					
65.1			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Vente
65.10	m		La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
65.11			Rotterdam	Rotterdam	https://www.wikidata.org/wiki/Q34370	51.9225,4.47917															E.V.D.W. et compagnie
65.12	*																				
65.13			En France, se vend à Paris	France	https://www.wikidata.org/wiki/Q142	47,2	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889												chez Rozet
65.14			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Mérigot père
65.15			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
65.16			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Prault
65.17			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
65.18			Avignon & Paris	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Claude Hérissant
65.19			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Cailleau
65.2			Ou? chez le grand éditeur Jean Nourse, à Londres	Ou? chez le grand éditeur Jean Nourse			Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275												
65.20			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									L’Esclapart
65.21			Berlin	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333															chez l’imprimeur du philosophe de Sans-Souci
65.22			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Cailleau
65.23			Yverdon	Yverdon-les-Bains	https://www.wikidata.org/wiki/Q63946	46.7785,6.6408333333333															
65.24	t		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Robin
65.25			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cuissart et Prault
65.26			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Robin
65.27			Rotterdam	Rotterdam	https://www.wikidata.org/wiki/Q34370	51.9225,4.47917															Henri Beman
65.28	nt		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Bauche, L. Cellot
65.29	t		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Mérigot père
65.3	m		Sparte & Paris	Sparte	https://www.wikidata.org/wiki/Q5690	37.081944444444,22.423611111111				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cuissart
65.30			Lyon & Paris	Lyon	https://www.wikidata.org/wiki/Q456	45.758888888889,4.8413888888889				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Pierre Bruyset Ponthus, Charles Saillant
65.31			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Jacques-François Quillau
65.32	mt		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Dufour
65.33			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Jacques-François Quillau
65.34			Avignon	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333															J.J. Niel
65.35			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															J. Merlin
65.36			La Haye & Paris & Lille	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889						Lille	https://www.wikidata.org/wiki/Q648	50.631944444444,3.0575	Durand neveu, Hubert Lemmens
65.37	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
65.38			Par-tout	Par-tout																	
65.39			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Jean Nourse
65.4	m		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
65.40			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Humblot
65.41	c_MH		La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									chez tous les libraires qui débitent les nouveautés
65.42			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
65.43			Corinthe & Paris	Corinthe	https://www.wikidata.org/wiki/Q103011	37.933333333333,22.933333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cuissart
65.44			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Robin
65.45			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Duchesne
65.46	*																				
65.47			chez	chez																	les
65.48																					
65.49			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
65.50			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Arkstée et Merkus& Paris, veuve Durand
65.51			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
65.52			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															aux dépens de la Compagnie
65.6																					
65.7			A Gaznah	Gaznah																	chez Fidèle, imprimeur ordinaire de la Cour
65.8			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
65.9	*		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
66.1			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Panckoucke
66.10			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Lacombe
66.12			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cuissart
66.13	m		A Balivernopolis	Balivernopolis																	
66.14			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									chez les libraires
66.15			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Claude Hérissant
66.16			France	France	https://www.wikidata.org/wiki/Q142	47,2															
66.17	nt		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Ch. J. Panckoucke
66.18			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Durand
66.19			A Tunquin	Tunquin																	
66.2			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
66.20			Florence & Marseille, J. Mossy & Cavaillon, Sébast. Joseph Ducry	Florence	https://www.wikidata.org/wiki/Q2044	43.771388888889,11.254166666667				Marseille	https://www.wikidata.org/wiki/Q23482	43.296666666667,5.3763888888889						Cavaillon	https://www.wikidata.org/wiki/Q208798	43.836666666667,5.0372222222222	
66.21			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															aux dépens de la Compagnie
66.22	*																				
66.23			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Ganeau
66.24			Athènes & Paris	Athènes	https://www.wikidata.org/wiki/Q1524	37.98416666666667,23.728055555555557				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cailleau
66.25			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									L’Esclapart et veuve Duchesne
66.26	n		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
66.27			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									L’Esclapart le jeune et veuve Duchesne
66.28			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Durand
66.29			Lyon	Lyon	https://www.wikidata.org/wiki/Q456	45.758888888889,4.8413888888889															Pierre Bruyset Ponthus
66.3	c		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									L’Esclapart le jeune, veuve Duchesne
66.30			Genève & Nancy & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Nancy	https://www.wikidata.org/wiki/Q40898	48.692777777778,6.1836111111111						Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889	Leclerc, Merlin
66.31			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									L’Esclapart le jeune, veuve Duchesne
66.32	mnt		Paris.	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Merlin
66.33			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Grangé
66.34			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Sébastien Jorry
66.35			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
66.36			Avignon	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333															J.J. Niel
66.37			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cellot
66.38			Lyon	Lyon	https://www.wikidata.org/wiki/Q456	45.758888888889,4.8413888888889															Pierre Duplain
66.39			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Dufour
66.4	nt		Lyon	Lyon	https://www.wikidata.org/wiki/Q456	45.758888888889,4.8413888888889															Benoît Duplain
