P13				P8	check		1P8	1check		2P8	2check		3P8	3check		4P8	4check	5P8	5check		P43
update																				
P13	check	Column	Column2	pl_copy 1 1	pl_copy 1 1 ID	coordonnées géographiques2	pl_copy 1 2	pl_copy 1 2 ID	coordonnées géographiques	pl_copy 1 3	pl_copy 1 3 ID	coordonnées géographiques3	pl_copy 2 1	pl_copy 2 1 ID	coordonnées géographiques4	pl_copy 2 2	pl_copy 2 2 ID	pl_copy 3	pl_copy 3 ID	coordonnées géographiques5	P43
83.28	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Nyon, Servière
83.29			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Guillot
83.3	ct		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Ballard & fils, veuve Duchesne, Mérigot l’ainé
83.30	n		La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Detune
83.32			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Quillau, veuve Duchesne, veuve Esprit, Mérigot le jeune
83.33			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Bélin
83.34	nt		Mytilène & Paris	Mytilène	https://www.wikidata.org/wiki/Q189059	39.103611111111,26.533055555556				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Moutard
83.35			Bruxelles & Paris	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Duchesne
83.36																					
83.37																					
83.38	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Belin
83.39	t		Basle	Bâle	https://www.wikidata.org/wiki/Q78	47.560555555556,7.5905555555556															J.J. Thoumeysen le fils
83.4			Cosmopolis & Paris	Cosmopolis						Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Guillot
83.41			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Mourer
83.43	t		Berlin	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333															George Jacques Decker
83.44			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lamy
83.45	*		Tours	Tours	https://www.wikidata.org/wiki/Q288	47.392777777778,0.68833333333333															
83.46	t		Londres & à Mortagne au Perche & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275							Mortagne-au-Perche	https://www.wikidata.org/wiki/Q476288	48.520277777778,0.54722222222222			Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889	N. Le Peguchel, Delalain le jeune
83.47			Duchesne	Duchesne																	
83.48			Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Régnault
83.49			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Mérigot, Volland, Belin
83.5			Lausanne & comp.	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333							comp.								Franç. Grasset
83.50	m		A Spa	Spa	https://www.wikidata.org/wiki/Q39865	50.5,5.8666666666667															
83.51			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Nyon l’aîné, Belin
83.52			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Nyon l’aîné, Belin
83.53			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Nyon l’aîné, Belin
83.54			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Nyon l’aîné, Belin
83.55			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Ballard et fils, veuve Duchesne, Mérigot l’aîné, Mérigot le jeune, Régnault, marchands de nouveautés
83.56			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Ballard & fils, Mérigot l’aîné, Mérigot le jeune, veuve Duchesne, Régnault
83.57			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Ballard & fils
83.58	*		Hermopolis	Ermoúpoli	https://www.wikidata.org/wiki/Q210087	37.433333333333,24.916666666667															
83.59			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Thomas Hookham, veuve Duchesne
83.6			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Franç. Grasset
83.7			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Gabriel Decombaz
83.8			Stamboul	Istanbul	https://www.wikidata.org/wiki/Q406	41.01,28.960277777778															de l’imprim. des odalisques
84.1																					De l’imprimerie françoise de Cassel
84.10																					
84.11			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															au bureau de l’Ami des enfans
84.12	c		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Debure Cils aîné
84.13			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Couturier
84.14	m		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
84.15	t		Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Mérigot
84.16																					
84.17			Genève.	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
84.18			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
84.19	nt		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Couturier
84.2			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Couturier
84.20			A Cassel	Cassel	https://www.wikidata.org/wiki/Q2865	51.315777777778,9.4979166666667															de l’imprimerie françoise
84.21			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
84.22			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Brunet
84.23			Ballomanipolis & Paris	Ballomanipolis						Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Lejay
84.24			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Didot l’aîné
84.25			Yverdon & Paris	Yverdon-les-Bains	https://www.wikidata.org/wiki/Q63946	46.7785,6.6408333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Debure l’aîné, quai des August.
84.26			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimerie de Lambert et Baudouin
84.28			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
84.29			Philadelphie	Philadelphie	https://www.wikidata.org/wiki/Q1345	39.952777777778,-75.163611111111															
84.3			A Athènes	Athènes	https://www.wikidata.org/wiki/Q1524	37.98416666666667,23.728055555555557															chez Jean qui-pique, rue de la Guêpe, à l’Aiguillon
84.30	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Servière
84.31	t		Hambourg	Hambourg	https://www.wikidata.org/wiki/Q1055	53.55,10															J.G. Virchaux
84.32			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
84.33																					
84.34			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															veuve Gueffier
84.35																					
84.36																					
84.37																					
84.38																					
84.39			Dublin & Paris	Dublin	https://www.wikidata.org/wiki/Q1761	53.34972222222222,-6.260277777777778				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									imprimerie de Wilson, chez les libraires qui vendent des nouveautés
84.4			Liège	Liège	https://www.wikidata.org/wiki/Q3992	50.639722222222225,5.570555555555556															de Boubers
84.40			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Thomas Hookham, veuve Duchesne
84.41			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									rue et hôtel Serpente
84.42			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
84.44	m		A Pharaonis	Pharaonis																	aux dépens de la banque
84.45	c_MH		Neuchâtel-Lausanne	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333												Société typographique, Heubach
84.46			Whiteland & Paris	Whiteland	https://www.wikidata.org/wiki/Q3296022	39.55005,-86.07971				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									F.-G. Deschamps
84.47			Korn	Korn																	
84.48			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Gueffier
84.49	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Nyon le jeune
84.5	m		Mystificatopolis	lieu de fiction																	chez Momus, à la Marotte
84.51	*																				
84.52			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Pissot
84.53			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															T.P. Cadel
84.54	t		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
84.55	m		A F.llivcnul	Ellivenul																	Au pays de Rianole, pendant la mère Lune de
84.56			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez Debure l’aîné
84.57	t		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Prault
84.59			La-Haie & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Régnault
84.6																					
84.60	m																				
84.61	nt		Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
84.62	mt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Moutard
84.63	m		A cent	cent																	lieus de la Bastille
84.64			Au Pinde	Pinde	https://www.wikidata.org/wiki/Q201582	40,20.75															
84.65			Imprimerie	Imprimerie																	de la Société littéraire-typographique
84.7	ct		Paris.	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															De Bure l’aîné
84.8	nt		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Mérigot
84.9			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															veuve Ballard
85.1	t																				
85.10																					
85.11			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									J.-Fr. Bastien
85.12			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
85.13			Neuchâtel	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556															S. Fauche pere & fils
85.14			Neuchâtel	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556															Samuel Fauche père et fils
85.15	t?		Muller	Muller																	Allemand Cologne, chez les héritiers de Pierre Marteau
85.16			A Pneumatopolis	lieu de fiction																	chez Lucrain & se trouve chez tous les débitants des vérités à la mode, 5871, avec la permission des fous & des sages
85.17	mnt		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Nyon l’aîné
85.18	ct		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Gogué et Née de la Rochelle, Belin, Hardouin
85.19			Véropolis	Véropolis																	
85.2			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															chez les libraires qui vendent des nouveautés
85.20			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Delalain
85.21			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Couturier
85.22	*																				
85.23			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															C. Dilly
85.25			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Delalain le jeune
85.26			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Monsieur
85.27	c		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
85.28			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Barrois l’aîné
85.29			Londres &. Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275							Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889						Hardouin
85.3			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									rue et hôtel Serpente
85.30	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															P. de Lormel
85.31	nmt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lamy
85.32	c																				
85.33			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															chez les héritiers de Marc-Michel Rey
85.34			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									l’auteur, Quillau l’aîné, veuve Duchesne, Belin, Mérigot, Desenne
85.35			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Thomas Hookham’s, veuve Duchesne
85.36			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									rue et hôtel Serpente
85.37			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
85.38			Aux Champs-Elisées	avenue des Champs-Élysées	https://www.wikidata.org/wiki/Q550	48.86967,2.30786															chez les FF.’. Castor et Pollux
85.39			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									J. Fr. Bastien
85.4			Parisien Cythère & Paris	Cythère	https://www.wikidata.org/wiki/Q207239	36.2575,22.9975				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Royez
85.40																					
85.41	nt		Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Paul Barde, Moutard, Mérigot le jeune
85.42			Lonzo Lisbonne & Paris	Lonzo			Lisbonne	https://www.wikidata.org/wiki/Q597	38.708042,-9.139016	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Ballard & fils, Quillau, Bailly et les marchands de nouveautés
85.43			Lauzanne & Paris	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Régnault
85.44	t		(sic) Yorck & Paris	York	https://www.wikidata.org/wiki/Q42462	53.95,-1.0833333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Volland
85.45	nt		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
85.46	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															rue des Poitevins
85.47			A Basle	Bâle	https://www.wikidata.org/wiki/Q78	47.560555555556,7.5905555555556															chez Jean-Jacques Turneysen
85.48			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															J. Robson
85.5			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									chez Thomas Hookham, veuve Duchesne
85.6	c																				
85.7			Musier	Musier																	
85.8			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Knapen et fils
85.9			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Delalain le jeune
86.1			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Buisson
86.10			Vaucluse	Vaucluse	https://www.wikidata.org/wiki/Q12792	44,5.1666666666667															
86.11	t		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Changuion, P. de Lormel
86.12																					
86.13			Paris & Gattey	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Gattey								Hardouin
86.14																					
86.15	t																				
86.16			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															Léonard Pellet
86.17	t?_MH		Lausanne & Paris	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Desenne
86.18	[86.18]																				
86.19			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Buisson.
86.2			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Buisson
86.20			A l’isle de France & Paris	Isle de France, Île de France	https://www.wikidata.org/wiki/Q12060804	-20.2,57.5				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									P. Fr. Didot le jeune
86.21	c		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Royez
86.22																					
86.23			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Couturier
86.24	m		Utrecht & Paris	Utrecht	https://www.wikidata.org/wiki/Q803	52.088888888889,5.1155555555556				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Buisson
86.25	m		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															à l’imprimerie Polytype
86.26			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															l’auteur, Mérigot le jeune
86.27			Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Barde, Manget et compagnie, Buisson
86.28	c		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Royez
86.29			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Belin, Desenne, Royez
86.3	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															P. de Lormel
86.30	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															au bureau de l’Ami des enfans
86.31	m		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Grangé et les marchands de nouveautés
86.33			Neuchâtel	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556															Jérémie Witel
86.34			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimerie de Didot l’aîné
86.35	nt																				imité de l’allemand Neuchâtel,de l’imprimerie de Jean-Pierre Convert et chez Jérémie Witel
86.36																					
86.37	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															l’auteur, Hardouin et Gattey
86.38			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
86.39			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimerie de Monsieur de Senne
86.4	t?		Liege	Liège	https://www.wikidata.org/wiki/Q3992	50.639722222222225,5.570555555555556															D. de Boubers
86.40	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Théophile Barrois le jeune
86.41	*																				
86.42			Manheim & Paris	Mannheim	https://www.wikidata.org/wiki/Q2119	49.48777777777778,8.466111111111111				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									C. Fontaine, veuve Duchesne
86.43			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Benoît Morin
86.44			Dublin	Dublin	https://www.wikidata.org/wiki/Q1761	53.34972222222222,-6.260277777777778															imprimerie de Wilson
86.45																					
86.46			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Thomas Hookham, veuve Duchesne
86.47			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Duchesne
86.48			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Thomas Hookham, veuve Duchesne
86.49	ct		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Théophile Barrois, Royez
86.5	c		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Royer
86.50	n																				
86.52			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															aux dépens de l’auteur et chez François La-Combe
86.53	t		Paris et se vend à Gotha	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889	Gotha	https://www.wikidata.org/wiki/Q6986	50.948888888889,10.718333333333												chez C.G. Ettinger
86.54	m		Meaux & Paris	Meaux	https://www.wikidata.org/wiki/Q207620	48.959444444444,2.8877777777778				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									imprimerie d’Augustin Courtois, les libraires qui vendent les nouveautés, Méquignon junior
86.55																					
86.56			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
86.57			Paris & Gattey	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Gattey								Bailly, Hardouin, Didot fils aîné
86.58			Neufchâtel & Paris	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									veuve Duchesne
86.59			Neufchâtel & Paris	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									les femmes, les épouses, les filles & les mères, Guillot
86.6			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															P. Remy, J.B.G. Musier
86.60			Lausanne & Paris	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Régnault
86.61			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									marchands de nouveautés
86.62			Neuchâtel	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556															
86.63			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									marchands de nouveautés
86.7			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
86.8			Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Régnault
86.9			Bouillon	Le Bouillon	https://www.wikidata.org/wiki/Q181397	48.561666666667,0.10333333333333															
87.1			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Guillot
87.10	t		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Volland
87.11	t		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Desenne
87.12			Buisson	Le Buisson	https://www.wikidata.org/wiki/Q192901	44.6275,3.235															
87.13			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
87.14			Cythère	Cythère	https://www.wikidata.org/wiki/Q207239	36.2575,22.9975															
87.15	t		Basle	Bâle	https://www.wikidata.org/wiki/Q78	47.560555555556,7.5905555555556															J.J.Flick
87.16			A Tombut & Paris	Tombut						Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cailleau
87.17	ct		Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									marchands de nouveautés
87.18	*		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
87.19	c_MH		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
87.2	nt?		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Thomas Hookham, veuve Duchesne
87.20			Madrid	Madrid	https://www.wikidata.org/wiki/Q2807	40.418888888889,-3.6919444444444															
